id,rating,word_count,first_person_pronoun_count,third_person_pronoun_count,verb_count,adjective_count,superlative_count,readability_ari,extremity
3146,1,26,0,2,6,1,0,-0.24935897435897658,1
3147,5,45,5,2,11,5,0,2.939333333333334,1
3148,5,3,0,0,0,0,0,2.0500000000000007,1
3149,5,91,5,4,17,6,1,5.42307692307692,1
3150,5,285,9,7,55,27,0,6.318245614035089,1
3151,1,35,4,2,7,1,0,2.301333333333332,1
3152,5,214,11,3,35,12,1,6.1946105919003145,1
3153,5,22,1,2,5,1,0,2.575303030303033,1
3154,5,17,0,0,1,5,0,5.815882352941177,1
3155,5,51,1,2,7,6,0,5.354117647058825,1
3156,5,261,8,1,47,24,3,9.981321839080458,1
3157,5,132,8,5,25,12,0,2.6959090909090904,1
3158,3,43,1,3,8,3,0,6.626511627906975,0
3159,4,233,1,3,29,18,0,10.94066762041011,0
3160,5,10,2,0,3,0,0,-0.41600000000000037,1
3161,5,190,8,6,31,13,0,4.190342105263156,1
3162,5,12,1,0,2,1,0,4.335000000000001,1
3163,4,6,0,0,0,3,0,5.904999999999998,0
3164,5,33,3,0,7,4,2,2.1963636363636354,1
3165,4,96,6,7,18,9,0,4.85125,0
3166,5,27,0,2,4,2,0,7.421111111111109,1
3167,5,181,13,6,37,13,0,4.197025782688765,1
3168,3,47,2,2,10,7,0,2.938439716312054,0
3169,4,142,4,8,33,11,0,7.213732394366197,0
3170,5,17,0,0,3,5,0,11.174117647058821,1
3171,4,168,12,0,31,13,0,7.640476190476193,0
3172,5,101,6,3,23,11,1,3.868052805280527,1
3173,2,25,0,1,7,3,0,10.475200000000001,0
3174,4,106,3,1,18,10,0,10.320566037735851,0
3175,5,9,1,0,0,3,0,5.189999999999998,1
3176,5,12,1,0,2,1,0,4.587500000000002,1
3177,5,175,11,4,32,18,0,7.598431168831166,1
3178,4,14,0,1,4,3,0,5.755714285714287,0
3179,5,21,2,1,6,2,0,8.134285714285717,1
3180,4,198,6,3,35,13,0,11.719372294372299,0
3181,2,183,16,11,46,11,0,3.8059562841530052,0
3182,5,9,0,0,2,0,0,3.4800000000000004,1
3183,5,4,0,0,1,1,0,7.829999999999998,1
3184,4,96,1,3,13,15,0,7.029062499999998,0
3185,1,11,1,0,3,0,0,-3.693636363636365,1
3186,3,36,2,0,10,1,0,0.8633333333333333,0
3187,4,24,2,3,8,2,0,-1.5337499999999977,0
3188,5,172,12,5,28,20,0,3.9088455149501655,1
3189,5,259,9,10,42,25,2,4.482087213263686,1
3190,5,2,0,0,0,1,0,12.54,1
3191,3,53,2,4,10,2,0,5.265786163522016,0
3192,5,107,6,6,25,6,0,7.93392523364486,1
3193,5,33,1,1,3,3,0,7.23,1
3194,5,13,2,2,3,3,0,-0.7892307692307696,1
3195,1,56,3,2,11,2,0,10.31660714285714,1
3196,1,58,3,6,12,6,1,4.578793103448277,1
3197,5,33,2,1,7,6,0,3.052727272727271,1
3198,5,85,8,2,19,9,0,6.962823529411764,1
3199,5,191,15,2,34,11,0,8.98283885980221,1
3200,5,4,0,0,1,1,0,12.362500000000004,1
3201,2,20,1,1,3,1,0,6.177999999999997,0
3202,5,107,4,2,17,13,1,4.612670226969293,1
3203,5,9,0,0,2,0,0,6.986666666666668,1
3204,2,231,17,4,47,22,1,8.195454545454545,0
3205,5,5,0,0,0,1,0,2.7360000000000007,1
3206,4,2,0,0,0,0,0,4.975000000000001,0
3207,5,63,3,0,15,1,0,2.7347619047619034,1
3208,5,2,0,0,0,1,0,5.475000000000001,1
3209,5,509,25,20,115,22,1,4.838390032054598,1
3210,3,7,0,0,2,1,0,8.311428571428571,0
3211,5,245,12,1,42,19,0,7.697959183673472,1
3212,5,1,0,0,0,1,0,12.04,1
3213,3,513,18,5,105,39,2,6.583959630258441,0
3214,5,15,0,0,3,5,0,3.367000000000001,1
3215,5,78,0,0,13,5,0,6.1157692307692315,1
3216,5,306,14,2,54,11,0,4.446862745098038,1
3217,5,14,0,0,1,3,0,8.783571428571431,1
3218,5,4,0,0,2,0,0,-2.9450000000000003,1
3219,1,79,2,4,20,2,0,6.1446835443037955,1
3220,2,21,3,0,6,0,0,4.994285714285716,0
3221,5,10,1,2,2,2,0,-1.8653333333333322,1
3222,5,51,4,0,11,4,0,4.522941176470585,1
3223,5,43,5,2,11,3,0,2.7145736434108514,1
3224,5,72,5,4,15,5,0,9.41,1
3225,1,95,7,3,18,7,2,3.9424473684210533,1
3226,3,57,5,0,12,1,0,7.075263157894735,0
3227,5,8,0,0,1,2,0,0.2325000000000017,1
3228,5,70,5,3,13,6,0,11.095238095238095,1
3229,4,261,15,6,50,19,1,3.646811857229281,0
3230,4,88,5,2,17,8,0,4.582765151515151,0
3231,1,93,5,5,23,5,0,8.83709677419355,1
3232,1,43,2,1,9,2,0,19.01953488372093,1
3233,5,34,2,2,7,5,0,-0.8335294117647081,1
3234,5,51,0,0,11,4,0,9.32705882352941,1
3235,5,23,2,2,4,3,0,5.412608695652175,1
3236,5,61,3,1,10,4,0,3.269708561020039,1
3237,5,109,0,0,20,17,0,6.016723460026213,1
3238,3,68,4,4,11,7,0,7.358039215686276,0
3239,5,31,3,2,9,4,0,12.15032258064516,1
3240,1,30,1,3,9,1,0,4.6080000000000005,1
3241,5,81,1,1,16,9,0,4.334444444444447,1
3242,5,17,0,1,4,1,0,2.862352941176468,1
3243,3,2,0,0,0,1,0,-3.9450000000000003,0
3244,5,31,4,1,6,3,0,4.096021505376346,1
3245,5,77,7,0,12,8,0,8.441883116883115,1
3246,5,64,2,1,13,5,1,4.987499999999997,1
3247,5,4,0,1,1,1,0,0.7650000000000006,1
3248,5,2,0,0,0,1,0,7.829999999999998,1
3249,1,23,0,0,6,4,0,-0.12456521739130366,1
3250,5,898,36,23,143,62,2,5.986135857461026,1
3251,1,263,17,6,56,21,0,4.227075864566363,1
3252,5,4,0,0,1,1,0,7.829999999999998,1
3253,5,311,12,9,49,20,1,2.9117994521853063,1
3254,5,6,0,0,1,1,0,3.5500000000000007,1
3255,5,21,1,1,3,2,0,2.66,1
3256,1,9,1,1,2,2,0,-2.956666666666667,1
3257,5,15,1,1,2,1,0,5.556000000000001,1
3258,3,29,1,0,5,5,0,10.773103448275862,0
3259,5,118,4,6,22,13,0,5.678910411622276,1
3260,1,15,1,1,4,1,0,1.4559999999999995,1
3261,1,27,0,3,8,0,0,3.5761111111111106,1
3262,5,31,1,0,4,3,0,6.831290322580646,1
3263,5,10,0,0,1,2,0,3.2070000000000007,1
3264,5,7,0,0,2,2,0,1.5828571428571436,1
3265,5,4,0,0,0,2,0,4.120000000000001,1
3266,1,23,0,1,7,2,0,14.234347826086953,1
3267,5,19,3,2,2,1,0,3.151578947368421,1
3268,5,32,2,1,6,6,0,6.7346875,1
3269,4,1,0,0,0,0,0,7.329999999999998,0
3270,4,54,6,2,14,5,0,4.334444444444443,0
3271,5,7,0,0,1,1,0,10.329999999999998,1
3272,4,65,3,2,13,5,0,9.257794871794871,0
3273,5,107,8,3,25,6,0,5.622367601246104,1
3274,1,101,9,3,19,4,0,5.500231023102309,1
3275,3,63,0,5,13,4,0,4.532380952380954,0
3276,5,44,4,0,11,3,0,2.495378787878785,1
3277,5,30,2,1,7,5,0,4.765000000000001,1
3278,3,29,0,3,7,2,0,2.7110344827586204,0
3279,5,9,2,1,2,1,0,-6.096666666666666,1
3280,5,747,27,15,125,50,2,6.924514273309455,1
3281,5,11,0,0,0,5,0,-2.837272727272726,1
3282,2,16,0,2,5,3,0,0.5268750000000004,0
3283,5,8,0,0,1,2,0,4.942499999999999,1
3284,5,85,10,1,15,5,0,3.4164705882352955,1
3285,5,135,6,5,29,9,1,7.208166666666667,1
3286,5,45,3,0,7,7,0,3.035,1
3287,1,69,5,3,14,6,0,3.9791304347826078,1
3288,4,11,0,0,3,3,0,3.338181818181816,0
3289,5,22,0,3,4,1,0,4.836818181818181,1
3290,5,28,2,2,3,4,0,-0.614761904761906,1
3291,4,43,2,2,13,4,1,8.379069767441859,0
3292,3,45,1,0,9,5,0,1.0463333333333331,0
3293,5,74,1,4,16,6,0,3.155135135135133,1
3294,5,143,1,3,29,16,2,15.713181818181816,1
3295,3,11,0,0,1,0,0,-0.9436363636363652,0
3296,2,71,2,3,13,5,0,9.442347417840374,0
3297,5,18,2,0,5,2,0,4.526666666666664,1
3298,5,5,0,0,0,2,0,2.7360000000000007,1
3299,4,55,2,3,11,11,0,2.396181818181816,0
3300,4,36,0,1,7,4,0,7.195,0
3301,1,46,2,3,10,4,0,21.638695652173915,1
3302,5,79,4,2,11,9,0,11.172869198312235,1
3303,3,167,7,6,24,12,1,4.7067764471057885,0
3304,2,207,9,7,35,27,1,4.628550724637684,0
3305,1,81,5,2,15,10,0,2.9958333333333336,1
3306,4,263,5,5,36,18,0,40.65234474017744,0
3307,5,118,0,5,23,10,0,4.849229583975347,1
3308,5,2,0,0,1,0,0,19.604999999999997,1
3309,5,19,3,3,3,1,0,14.346842105263157,1
3310,5,7,0,0,1,2,0,6.2928571428571445,1
3311,5,32,1,1,5,8,0,0.3156250000000007,1
3312,4,6,0,0,2,2,0,5.120000000000001,0
3313,5,1,0,0,0,1,0,-2.09,1
3314,5,21,1,1,4,1,0,6.6971428571428575,1
3315,5,27,0,3,8,4,0,11.084444444444443,1
3316,5,10,0,0,3,0,0,5.091000000000001,1
3317,5,27,1,1,3,4,0,11.43333333333333,1
3318,5,47,0,2,10,2,0,8.85936170212766,1
3319,4,208,11,2,27,21,0,4.705641025641025,0
3320,5,30,1,3,6,6,0,8.533000000000001,1
3321,1,57,5,0,15,4,0,6.001052631578947,1
3322,4,217,11,4,38,18,1,16.14448540706605,0
3323,1,41,0,3,11,1,0,1.2802439024390253,1
3324,3,14,2,0,3,1,0,5.755714285714287,0
3325,3,94,5,4,23,9,0,7.147375886524824,0
3326,5,6,1,0,2,0,0,0.41000000000000014,1
3327,5,52,2,2,8,6,0,6.438974358974356,1
3328,5,5,1,0,1,0,0,6.504000000000001,1
3329,5,77,3,1,11,9,0,17.394025974025972,1
3330,5,14,0,0,5,1,0,1.9192857142857136,1
3331,3,223,6,9,44,15,0,7.736278026905829,0
3332,5,20,1,0,5,1,0,6.703500000000002,1
3333,4,9,0,0,3,2,0,5.573333333333334,0
3334,4,384,5,6,72,29,0,4.89630681818182,0
3335,4,68,3,1,16,6,1,9.020392156862748,0
3336,4,98,2,5,18,8,0,10.525102040816325,0
3337,5,169,9,6,37,18,0,9.700428994082841,1
3338,5,75,7,4,13,5,0,4.847200000000001,1
3339,5,96,3,4,21,9,0,4.7346875,1
3340,2,115,2,9,20,10,1,2.8687080745341653,0
3341,4,17,0,0,1,2,0,3.5994117647058843,0
3342,5,18,0,0,3,5,0,8.503333333333334,1
3343,3,54,3,1,10,4,0,4.857777777777777,0
3344,5,3,0,0,0,1,0,8.330000000000002,1
3345,5,333,8,13,75,14,0,8.576099629040804,1
3346,3,44,0,4,9,7,0,3.8438636363636363,0
3347,4,64,0,0,6,4,0,25.656718750000003,0
3348,5,29,0,1,9,3,0,4.679540229885056,1
3349,5,16,0,0,3,2,0,0.3710416666666667,1
3350,4,132,9,3,25,13,0,9.872954545454544,0
3351,5,888,30,18,176,67,0,6.869058028616855,1
3352,5,16,0,0,4,0,0,8.353750000000002,1
3353,5,10,1,1,1,1,0,-0.08999999999999986,1
3354,5,64,5,3,14,5,0,3.626458333333332,1
3355,5,101,6,6,19,12,0,4.997355021216407,1
3356,5,2,0,0,0,1,0,0.7650000000000006,1
3357,5,127,10,5,35,5,0,4.494507874015749,1
3358,1,111,5,1,15,16,1,4.317837837837839,1
3359,4,56,1,1,12,6,0,1.9166071428571385,0
3360,1,47,4,2,12,2,0,3.439503546099292,1
3361,5,34,7,3,8,1,0,2.522549019607844,1
3362,5,123,6,2,18,11,0,5.583577235772356,1
3363,1,53,3,1,11,2,0,2.9552201257861626,1
3364,5,71,3,2,10,3,0,4.045633802816901,1
3365,1,3,0,0,0,2,0,17.75,1
3366,4,179,7,11,36,13,1,6.044245810055866,0
3367,4,7,1,0,1,0,0,7.638571428571428,0
3368,5,30,0,2,5,6,0,4.2940000000000005,1
3369,5,2,0,0,0,1,0,19.604999999999997,1
3370,5,37,4,2,6,5,1,4.467747747747747,1
3371,5,133,10,6,31,10,0,6.343383458646617,1
3372,4,70,1,2,7,5,0,13.56428571428571,0
3373,5,3,0,0,1,1,0,-2.66,1
3374,4,14,0,1,3,3,0,4.41,0
3375,5,47,4,3,6,8,0,2.5835106382978736,1
3376,4,1,0,0,1,0,0,7.329999999999998,0
3377,1,62,4,5,13,7,0,4.400322580645163,1
3378,4,5,0,0,0,1,0,1.7940000000000005,0
3379,5,81,5,5,20,5,0,3.3585185185185154,1
3380,2,13,0,0,1,3,0,5.35923076923077,0
3381,5,139,3,2,27,11,0,8.97771582733813,1
3382,4,66,4,3,12,3,0,6.7304545454545455,0
3383,5,20,0,1,5,2,0,2.6454999999999984,1
3384,2,18,1,0,4,3,0,2.6950000000000003,0
3385,5,36,3,1,8,3,0,15.410000000000004,1
3386,5,6,1,0,2,1,0,3.620000000000001,1
3387,4,86,4,6,20,3,0,5.6266279069767435,0
3388,1,26,0,1,6,1,0,-0.6116666666666681,1
3389,5,13,0,0,2,2,0,6.094615384615384,1
3390,5,44,2,2,7,5,0,6.241969696969697,1
3391,5,249,4,5,57,19,5,10.465301204819276,1
3392,5,40,1,0,4,4,0,1.468,1
3393,5,3,0,0,0,1,0,8.330000000000002,1
3394,5,14,0,0,0,3,0,8.783571428571431,1
3395,5,46,1,3,9,2,0,1.0097826086956516,1
3396,3,134,6,6,27,13,0,5.046865671641793,0
3397,4,48,4,1,12,6,0,9.017500000000002,0
3398,3,40,2,2,7,3,0,2.1744999999999983,0
3399,5,6,0,0,0,2,1,5.904999999999998,1
3400,5,12,1,0,1,3,0,2.625,1
3401,2,157,5,7,37,10,1,7.522500000000001,0
3402,3,60,3,2,13,6,0,5.4594999999999985,0
3403,5,22,0,0,4,1,0,6.368636363636366,1
3404,5,23,1,0,5,3,0,1.4481159420289842,1
3405,5,10,1,0,1,1,0,2.41,1
3406,5,3,0,0,0,1,0,13.04,1
3407,5,37,1,2,6,3,0,4.750540540540541,1
3408,5,157,7,2,30,12,0,9.794285714285714,1
3409,4,29,1,1,6,0,0,5.634482758620692,0
3410,5,115,2,0,13,5,1,16.085188405797105,1
3411,5,129,9,2,22,10,0,4.941782945736435,1
3412,5,83,5,3,14,11,0,4.950883534136548,1
3413,4,10,0,0,1,0,0,0.054999999999999716,0
3414,5,8,2,0,1,1,0,2.942499999999999,1
3415,4,32,0,0,5,6,0,5.172812499999999,0
3416,4,404,8,5,74,41,2,6.71114214992928,0
3417,5,10,0,0,1,3,0,4.765000000000001,1
3418,4,14,1,1,2,2,0,-0.43571428571428683,0
3419,5,44,2,0,8,7,0,8.382878787878788,1
3420,4,55,0,3,15,6,0,13.643454545454546,0
3421,5,2,0,0,0,1,0,12.54,1
3422,1,86,3,3,16,5,0,2.421976744186047,1
3423,2,8,0,0,4,0,0,11.418749999999996,0
3424,5,197,8,15,47,13,0,3.5463113367174266,1
3425,4,49,4,4,10,5,0,4.423197278911566,0
3426,2,45,3,3,10,5,0,0.8369999999999997,0
3427,5,8,1,1,2,2,0,1.4100000000000001,1
3428,5,21,0,2,5,4,0,5.117142857142859,1
3429,5,11,0,1,2,1,0,1.0163636363636357,1
3430,5,32,2,1,5,7,0,8.059375,1
3431,2,26,1,1,5,2,0,2.4607692307692304,0
3432,2,97,0,5,19,10,0,7.532714776632304,0
3433,5,16,0,0,2,5,0,12.180625,1
3434,5,156,13,5,29,11,0,6.133461538461539,1
3435,5,7,0,0,2,2,0,8.311428571428571,1
3436,5,4,0,1,1,0,0,-4.122500000000002,1
3437,5,983,37,19,181,78,1,12.438076243508057,1
3438,5,60,5,0,12,4,0,6.7940000000000005,1
3439,5,54,1,2,11,8,0,4.205555555555556,1
3440,1,65,4,3,10,8,0,3.5512820512820547,1
3441,5,3,0,0,0,1,0,2.0500000000000007,1
3442,5,139,5,11,26,19,0,3.614532374100719,1
3443,5,10,0,0,2,1,0,4.257666666666669,1
3444,5,115,7,9,21,14,0,8.049913043478263,1
3445,5,16,0,0,1,2,0,5.825624999999999,1
3446,1,67,0,0,13,6,0,8.386044776119402,1
3447,5,77,5,1,8,2,0,5.111212121212123,1
3448,5,39,0,1,12,3,0,8.60923076923077,1
3449,4,27,3,1,3,2,0,-3.5761111111111106,0
3450,5,17,0,1,4,3,0,5.538823529411765,1
3451,4,123,10,2,29,15,1,2.771152993348114,0
3452,5,55,3,2,9,3,0,1.1369696969696967,1
3453,4,1,0,0,0,0,0,-11.51,0
3454,5,249,9,3,27,21,1,8.521306277742546,1
3455,5,52,1,0,6,2,1,5.630961538461541,1
3456,5,30,2,0,5,5,0,2.2590000000000003,1
3457,5,46,2,2,5,7,0,9.93391304347826,1
3458,1,165,9,1,37,10,0,4.730129870129868,1
3459,1,28,2,2,6,1,0,5.082857142857144,1
3460,1,72,2,8,20,5,0,6.096666666666668,1
3461,1,9,0,0,3,1,0,-1.3866666666666667,1
3462,1,683,29,31,155,34,1,5.525490840267111,1
3463,5,91,4,2,18,8,0,8.373296703296703,1
3464,5,9,0,0,1,2,0,-0.33999999999999986,1
3465,5,69,6,4,15,9,0,2.682173913043478,1
3466,5,2,0,0,1,1,0,0.7650000000000006,1
3467,5,69,3,2,10,5,0,8.63695652173913,1
3468,5,79,3,3,17,7,0,1.4892827004219384,1
3469,5,31,3,1,3,3,0,7.742903225806451,1
3470,5,2,0,1,1,0,0,-6.300000000000001,1
3471,5,2,0,0,1,0,0,19.604999999999997,1
3472,1,17,0,2,5,3,0,4.7991176470588215,1
3473,4,17,0,0,2,2,0,4.153529411764708,0
3474,5,109,5,2,24,11,1,7.919296636085626,1
3475,5,17,1,0,4,3,0,4.153529411764708,1
3476,5,3,0,0,0,1,0,2.0500000000000007,1
3477,5,282,27,8,65,18,0,7.882279635258357,1
3478,4,79,6,0,19,3,0,8.358164556962027,0
3479,5,39,1,0,12,4,0,4.217307692307692,1
3480,5,239,20,0,47,22,0,7.009898386132697,1
3481,4,98,2,3,15,10,0,14.079761904761902,0
3482,5,3,0,0,0,1,0,0.4800000000000004,1
3483,3,89,1,4,18,4,0,9.699269662921346,0
3484,4,16,1,0,3,3,0,5.115625000000001,0
3485,5,18,0,1,4,2,0,2.956666666666667,1
3486,5,46,1,5,11,4,0,2.8528260869565223,1
3487,5,20,2,0,4,2,0,-2.9160000000000004,1
3488,5,66,4,4,13,9,0,2.3390909090909098,1
3489,4,11,0,2,2,2,0,0.7690909090909095,0
3490,5,23,3,0,6,2,0,1.857681159420288,1
3491,3,81,2,1,16,2,1,8.058333333333334,0
3492,5,10,2,0,2,0,0,3.8230000000000004,1
3493,5,10,0,1,2,2,0,-0.5609999999999999,1
3494,3,18,1,1,4,2,0,-0.4450000000000003,0
3495,5,5,0,0,2,1,0,-2.282,1
3496,5,26,3,0,6,4,0,5.5403846153846175,1
3497,5,20,1,0,5,3,0,0.1454999999999984,1
3498,4,23,1,2,6,1,0,-1.623623188405798,0
3499,5,19,3,1,3,2,0,3.935263157894738,1
3500,5,13,0,1,3,1,0,1.2461538461538453,1
3501,5,1,0,0,0,1,0,-2.09,1
3502,4,65,3,1,11,7,0,2.4643589743589764,0
3503,3,26,0,1,6,2,0,5.5475641025641025,0
3504,1,60,0,1,9,4,0,7.029499999999999,1
3505,5,18,2,0,3,3,0,10.073333333333334,1
3506,4,74,0,4,23,5,0,11.843738738738736,0
3507,4,7,0,2,3,0,0,-3.531428571428574,0
3508,5,11,1,1,3,2,0,5.050909090909091,1
3509,5,20,1,0,4,3,0,9.765,1
3510,5,3,0,0,0,1,0,-5.799999999999999,1
3511,5,11,1,0,2,2,0,5.47909090909091,1
3512,5,18,1,1,4,1,0,4.055,1
3513,1,80,3,10,22,0,0,37.351125,1
3514,5,145,4,4,22,16,0,5.887810344827585,1
3515,4,155,6,13,40,10,2,5.626078853046593,0
3516,5,201,14,10,53,17,0,5.890244233378564,1
3517,5,56,3,6,14,2,0,6.406904761904762,1
3518,1,16,2,2,5,0,0,-0.06187500000000057,1
3519,5,92,5,1,21,6,0,3.3034615384615407,1
3520,5,17,0,0,1,2,0,3.0452941176470567,1
3521,5,19,0,1,4,1,0,3.935263157894738,1
3522,5,29,1,2,6,4,0,1.7365517241379322,1
3523,5,27,0,1,7,4,0,7.317777777777774,1
3524,5,5,0,0,0,1,0,-11.394,1
3525,5,62,5,0,11,5,0,2.1968279569892495,1
3526,4,86,7,3,20,10,0,4.302829457364343,0
3527,1,81,5,2,15,6,0,9.28962962962963,1
3528,4,10,0,1,2,0,0,1.939,0
3529,5,21,0,0,3,4,0,5.127142857142857,1
3530,5,56,2,2,10,7,0,4.830535714285713,1
3531,5,4,0,0,0,2,0,6.475000000000001,1
3532,5,2,0,0,0,1,0,7.829999999999998,1
3533,4,110,3,1,23,9,0,5.780961038961042,0
3534,1,59,1,0,13,6,0,5.146101694915259,1
3535,5,14,2,1,3,3,0,0.4161904761904758,1
3536,3,95,2,1,19,7,0,14.978596491228075,0
3537,5,16,1,0,2,3,0,-0.9450000000000003,1
3538,5,10,0,0,3,1,0,5.236000000000001,1
3539,5,304,6,7,39,27,1,5.983256578947369,1
3540,4,357,9,6,57,38,2,5.711008403361344,0
3541,2,20,0,0,6,2,0,5.942499999999999,0
3542,1,5,0,0,2,2,0,5.561999999999998,1
3543,4,23,0,0,5,3,0,7.460434782608697,0
3544,3,99,7,3,22,6,0,9.451969696969698,0
3545,5,36,5,2,6,2,0,0.47083333333333144,1
3546,5,60,6,2,13,6,0,4.988499999999998,1
3547,4,282,5,10,41,28,0,5.310141843971632,0
3548,5,40,0,2,8,5,0,4.058499999999999,1
3549,4,35,3,2,7,4,0,3.3339999999999996,0
3550,5,45,3,0,6,5,0,4.081666666666667,1
3551,1,129,11,6,24,7,1,5.014806201550389,1
3552,5,2,0,0,0,0,0,12.54,1
3553,4,40,2,0,5,3,0,7.020416666666669,0
3554,4,165,6,3,32,15,1,6.288,0
3555,5,19,2,0,1,5,0,4.1431578947368415,1
3556,4,104,7,1,17,13,0,4.317596153846154,0
3557,5,16,1,1,3,0,0,0.2325000000000017,1
3558,5,19,1,1,4,3,0,5.9184210526315795,1
3559,5,105,3,6,24,6,0,3.0188571428571436,1
3560,4,22,0,0,4,2,0,5.47909090909091,0
3561,5,66,5,3,12,11,0,7.007272727272728,1
3562,5,39,0,1,6,6,0,8.136923076923079,1
3563,4,53,0,4,8,7,0,5.176918238993714,0
3564,5,6,0,0,1,3,0,9.044999999999998,1
3565,5,7,0,0,0,3,0,13.021428571428572,1
3566,1,273,18,19,64,15,1,5.422342394447654,1
3567,5,43,5,0,8,3,0,6.736046511627908,1
3568,1,35,0,1,9,7,0,1.7174285714285702,1
3569,4,264,4,7,41,14,0,5.849469696969695,0
3570,5,47,0,1,11,8,0,5.3168085106383,1
3571,3,24,0,3,5,3,1,8.42875,0
3572,2,109,4,3,26,9,0,1.73651376146789,0
3573,5,162,7,4,35,8,0,5.625,1
3574,3,84,3,4,22,3,0,12.53142857142857,0
3575,5,1,0,0,0,1,0,21.46,1
3576,5,122,12,4,31,10,0,1.0251266766020883,1
3577,5,24,3,1,5,3,0,4.353749999999998,1
3578,5,61,3,3,13,7,0,4.957786885245902,1
3579,5,65,6,1,16,5,0,5.317615384615387,1
3580,4,87,4,7,19,12,0,2.4332512315270947,0
3581,5,1,0,0,0,0,0,49.720000000000006,1
3582,5,4,1,1,1,0,0,-0.5899999999999999,1
3583,4,62,3,1,11,7,0,3.154193548387095,0
3584,5,27,1,2,6,4,0,1.0377777777777766,1
3585,1,17,1,2,5,2,0,0.8288235294117641,1
3586,4,34,2,3,5,1,0,2.4467647058823516,0
3587,5,15,1,1,2,4,0,5.870000000000001,1
3588,5,50,4,1,9,5,0,7.533133333333332,1
3589,5,494,27,11,78,43,0,6.806042884990255,1
3590,4,19,0,1,5,1,0,6.91,0
3591,5,409,30,14,91,27,0,4.930913149782079,1
3592,5,52,2,5,11,5,0,2.377371794871795,1
3593,5,48,2,1,9,6,0,-0.02145833333333158,1
3594,5,109,8,5,22,8,0,5.152503276539971,1
3595,5,3,0,0,0,1,0,8.330000000000002,1
3596,5,5,0,0,1,2,0,1.4860000000000007,1
3597,5,659,19,9,99,45,0,5.036342943854326,1
3598,4,133,10,3,24,11,0,9.272431077694236,0
3599,2,41,1,3,9,2,0,5.736747967479673,0
3600,5,59,2,0,13,5,0,7.243333333333332,1
3601,5,7,0,0,0,3,0,2.928571428571427,1
3602,5,35,1,0,5,3,1,5.127333333333333,1
3603,2,24,2,2,4,3,0,4.587500000000002,0
3604,1,291,6,9,53,20,1,46.24989690721649,1
3605,2,64,3,5,16,4,0,5.576250000000002,0
3606,4,451,21,15,103,27,0,6.344163397578033,0
3607,5,127,3,7,19,13,0,6.184735658042747,1
3608,4,72,3,3,11,12,1,9.680833333333332,0
3609,4,92,3,2,17,12,1,3.2812747035573153,0
3610,1,46,3,3,11,4,0,4.057826086956524,1
3611,5,57,4,3,10,4,0,7.818947368421053,1
3612,5,77,7,4,17,8,0,0.5709415584415574,1
3613,5,39,3,4,7,3,0,2.098461538461539,1
3614,2,15,1,0,3,0,0,5.224,0
3615,5,43,2,3,8,2,0,18.910000000000004,1
3616,5,2,0,0,0,1,0,14.895000000000003,1
3617,5,30,2,0,4,8,1,8.992,1
3618,2,691,21,24,140,48,1,7.266237995000658,0
3619,5,15,0,1,3,2,0,1.1600000000000001,1
3620,1,21,1,1,1,0,0,3.3328571428571436,1
3621,5,38,4,1,6,4,0,1.416315789473682,1
3622,5,40,2,3,5,4,0,3.723416666666669,1
3623,5,48,3,1,8,6,0,7.96125,1
3624,5,38,4,0,7,4,0,2.283947368421053,1
3625,4,56,3,3,12,4,0,5.419285714285714,0
3626,5,7,0,0,1,1,0,11.360952380952384,1
3627,1,34,1,0,5,6,0,6.124313725490197,1
3628,5,34,3,1,5,4,0,4.461960784313725,1
3629,5,44,3,3,6,5,0,3.7799242424242436,1
3630,5,2,0,0,0,0,0,0.7650000000000006,1
3631,4,186,7,14,39,7,1,13.770967741935486,0
3632,3,5,0,0,1,2,0,10.271999999999998,0
3633,5,60,3,3,19,3,0,2.546499999999998,1
3634,4,259,18,6,58,15,1,11.344255684255685,0
3635,5,7,0,0,2,1,0,-3.8000000000000007,1
3636,5,108,9,5,20,10,0,2.6686111111111117,1
3637,5,4,0,1,1,0,0,-0.4125000000000014,1
3638,5,25,1,0,3,5,0,4.225200000000001,1
3639,1,210,13,9,46,7,0,10.288285714285717,1
3640,5,95,5,3,21,8,1,6.070350877192986,1
3641,4,594,31,12,106,46,2,12.35294246815986,0
3642,1,183,9,8,34,13,1,7.583032786885244,1
3643,4,168,4,6,32,14,0,5.475357142857142,0
3644,5,114,7,0,12,15,0,4.721315789473682,1
3645,3,50,1,3,11,6,0,2.906399999999998,0
3646,5,8,0,0,1,1,0,1.6870833333333337,1
3647,1,47,3,1,12,4,0,2.0097872340425518,1
3648,4,152,13,7,29,19,0,5.670526315789477,0
3649,5,69,5,5,17,8,0,1.3169565217391295,1
3650,4,15,0,0,2,2,0,3.9860000000000007,0
3651,4,20,0,1,5,2,0,-0.19866666666666788,0
3652,1,153,10,6,31,9,0,3.969705882352944,1
3653,5,7,0,0,1,3,0,-2.185714285714287,1
3654,4,32,2,0,5,2,0,13.410000000000004,0
3655,5,45,3,3,9,3,0,3.767666666666667,1
3656,5,628,24,13,113,57,4,6.424722222222222,1
3657,4,26,3,0,5,4,0,4.815769230769231,0
3658,5,34,1,0,5,3,0,8.617843137254905,1
3659,5,20,1,0,6,4,0,1.0875000000000021,1
