id,word_count,first_person_pronoun_count,third_person_pronoun_count,verb_count,adjective_count,superlative_count,readability_ari,extremity
1980,25,4,1,3,1,0,8.4028,1
1981,46,6,2,11,2,0,4.462318840579712,0
1982,118,7,4,20,12,0,7.2356053268765095,0
1983,19,0,0,7,0,0,2.0160526315789475,1
1984,22,2,0,4,2,0,0.6484848484848484,1
1985,54,1,4,9,6,0,7.805555555555557,1
1986,129,7,4,18,16,0,6.146666666666668,1
1987,90,2,2,20,15,0,7.554238095238098,0
1988,121,5,5,24,15,0,9.751019283746558,1
1989,22,1,1,3,2,0,3.7663636363636357,1
1990,21,0,0,2,3,0,4.005714285714284,1
1991,43,1,0,7,5,0,5.523372093023255,0
1992,48,2,0,7,5,1,5.433125,1
1993,108,5,4,16,9,0,8.046230158730161,1
1994,91,4,1,15,10,1,7.3381318681318675,0
1995,17,1,1,4,1,0,2.5852941176470594,0
1996,40,2,2,6,5,0,1.0965833333333315,1
1997,19,0,0,1,6,0,3.303508771929824,0
1998,15,0,0,2,2,0,9.306000000000001,1
1999,47,2,0,9,7,0,4.114255319148935,1
2000,10,1,0,1,2,0,2.8810000000000002,1
2001,77,4,2,12,9,0,8.535454545454545,1
2002,245,16,10,40,10,1,9.94453968253968,1
2003,56,6,4,9,3,0,5.587500000000002,0
2004,16,1,0,3,1,0,7.470625000000002,1
2005,15,0,1,4,2,0,7.736000000000001,0
2006,40,2,1,7,3,1,8.70525,1
2007,22,3,0,3,1,0,6.911363636363635,1
2008,201,16,5,41,13,0,6.113059701492535,0
2009,306,24,2,65,15,0,6.217843137254903,1
2010,156,6,4,26,15,0,6.797692307692309,0
2011,129,9,6,24,10,0,8.924518272425253,1
2012,31,0,3,5,4,1,3.1848387096774182,0
2013,32,2,4,7,2,0,0.9770833333333329,0
2014,25,1,2,4,4,0,2.529600000000002,1
2015,45,4,4,12,5,0,5.651666666666667,1
2016,14,0,0,3,4,0,1.24642857142857,1
2017,14,1,1,4,0,0,6.765000000000001,1
2018,15,0,1,4,0,0,-1.9800000000000004,0
2019,18,0,0,2,4,0,11.904999999999994,0
2020,77,4,4,14,7,0,4.742987012987012,1
2021,13,0,0,3,2,0,8.982307692307693,0
2022,29,0,2,5,4,0,6.60896551724138,0
2023,13,0,0,2,3,0,4.645384615384618,1
2024,115,6,5,21,14,1,6.256115942028991,0
2025,18,0,0,4,3,0,8.765,0
2026,71,3,1,13,2,0,9.004859154929576,1
2027,105,9,4,22,12,0,5.313714285714287,1
2028,95,8,5,24,6,0,3.947819548872179,0
2029,56,2,0,12,5,0,4.830535714285713,1
2030,22,0,0,4,4,0,4.836818181818181,0
2031,20,1,2,3,3,0,8.352,0
2032,14,1,0,3,1,0,3.7371428571428567,1
2033,12,2,0,3,2,0,1.4475000000000016,1
2034,53,4,0,10,1,0,5.976729559748428,1
2035,94,6,2,18,6,0,9.515744680851064,1
2036,13,2,0,3,2,0,4.996923076923078,0
2037,117,4,3,20,8,0,7.377399267399266,1
2038,30,3,0,5,4,0,5.864000000000001,1
2039,52,3,1,10,3,0,7.261346153846155,1
2040,28,0,3,8,3,0,3.0859523809523814,1
2041,23,1,0,3,2,0,3.364782608695652,0
2042,94,5,0,10,14,2,7.411276595744681,1
2043,12,0,1,2,1,0,6.690000000000001,1
2044,59,8,1,14,3,0,0.5957627118644098,0
2045,45,3,2,8,2,0,7.526666666666667,1
2046,32,1,2,7,2,0,3.479270833333331,1
2047,30,2,1,7,4,0,5.381,0
2048,24,1,2,4,3,0,1.9987500000000011,0
2049,75,7,2,17,7,0,8.857400000000002,1
2050,10,0,0,2,1,0,3.3520000000000003,1
2051,44,0,1,7,7,0,2.361212121212123,1
2052,101,3,8,18,9,0,4.185445544554458,1
2053,60,2,1,12,5,0,5.765000000000001,0
2054,123,7,2,20,13,0,4.587967479674795,0
2055,15,0,0,3,2,0,6.7940000000000005,1
2056,13,0,0,3,1,0,4.272307692307692,1
2057,123,11,3,21,9,1,5.659616724738676,1
2058,131,2,7,22,14,0,7.035667938931297,0
2059,83,3,6,18,5,0,2.9079919678714887,0
2060,18,4,0,3,3,0,6.41,1
2061,23,0,0,3,3,0,2.5456521739130444,1
2062,63,3,1,10,7,0,7.1540476190476205,1
2063,37,4,1,7,4,0,5.259729729729731,0
2064,47,0,4,8,6,0,5.2892553191489355,1
2065,119,5,5,25,13,1,7.809831932773108,0
2066,8,0,0,2,1,0,9.6525,1
2067,11,1,0,3,1,0,1.625454545454545,0
2068,123,7,6,19,10,0,6.744085365853657,1
2069,177,10,7,27,21,0,6.526101694915255,1
2070,72,3,1,11,2,0,4.970833333333331,1
2071,93,4,1,20,13,0,8.25640552995392,1
2072,85,1,1,18,7,0,8.035,0
2073,74,3,3,15,12,0,5.255540540540537,1
2074,90,1,7,17,12,0,3.299666666666667,0
2075,19,0,2,5,0,0,7.405789473684212,0
2076,101,10,3,22,11,1,7.2256765676567625,1
2077,13,1,1,4,1,0,1.3846153846153868,1
2078,12,0,0,4,1,0,8.904999999999998,1
2079,62,4,1,12,6,0,6.071612903225805,1
2080,75,3,3,17,9,0,7.099,0
2081,29,0,3,3,1,0,9.532413793103448,1
2082,49,1,1,13,2,0,5.745816326530612,0
2083,22,0,0,3,4,0,6.2690909090909095,1
2084,13,2,0,2,2,0,3.5584615384615397,1
2085,67,3,2,15,10,0,6.417686567164182,0
2086,17,1,1,5,2,0,5.078823529411764,1
2087,89,2,1,18,9,1,4.56096308186196,1
2088,59,6,3,15,2,0,2.9488983050847466,1
2089,300,11,13,59,27,2,5.994533333333337,0
2090,25,0,0,2,5,0,4.790399999999998,0
2091,64,4,5,15,7,0,8.739010416666666,1
2092,72,4,3,12,9,0,5.722083333333334,1
2093,115,7,2,23,5,0,9.852,0
2094,135,6,3,30,13,1,8.41352380952381,1
2095,43,2,1,8,4,0,8.926744186046513,0
2096,61,2,0,12,3,0,2.6123360655737713,1
2097,31,0,3,6,1,0,1.2850000000000001,1
2098,32,2,1,5,3,0,4.353750000000002,1
2099,233,8,20,55,13,1,2.2501083180053136,0
2100,87,4,3,15,8,0,5.9593103448275855,1
2101,22,2,2,5,4,0,9.266363636363636,1
2102,133,8,10,29,8,0,8.670401002506267,0
2103,26,0,1,6,2,0,9.685384615384617,1
2104,169,15,9,43,11,0,6.61248520710059,1
2105,293,5,8,57,44,0,5.130046540490227,0
2106,13,0,0,2,2,0,5.721538461538458,1
2107,84,2,4,19,7,0,2.828214285714285,1
2108,48,4,1,7,6,0,4.98,1
2109,151,12,6,39,8,0,6.916840113528856,1
2110,10,0,0,1,2,0,10.380666666666666,1
2111,63,7,3,12,5,0,5.359761904761903,1
2112,8,0,1,1,2,0,9.6525,1
2113,35,1,1,6,5,1,4.1853333333333325,1
2114,58,4,3,9,5,0,8.863218390804597,1
2115,22,1,1,4,2,0,5.693181818181817,0
2116,65,2,8,14,6,0,5.245153846153848,1
2117,34,2,4,7,1,0,4.801764705882352,1
2118,31,3,2,6,2,0,5.311935483870968,1
2119,24,0,1,5,1,0,8.120000000000001,1
2120,226,15,8,45,18,0,5.998104152484686,0
2121,12,0,0,1,2,0,4.195,1
2122,22,0,0,2,2,0,10.336818181818181,1
2123,12,0,1,3,1,0,-0.5150000000000006,0
2124,253,11,3,43,26,1,10.092575757575759,0
2125,41,1,2,5,4,0,1.624878048780488,1
2126,136,9,3,27,14,0,9.228186274509802,1
2127,66,4,1,19,2,0,6.445,1
2128,100,6,0,22,9,0,3.672055555555559,1
2129,85,1,2,20,8,0,4.146369747899158,0
2130,28,2,1,4,2,0,3.59059523809524,1
2131,11,0,0,2,1,0,11.901818181818179,0
2132,104,6,3,24,10,0,7.208878205128208,0
2133,48,3,5,8,5,0,17.975625,0
2134,171,9,10,42,13,0,5.546842105263156,0
2135,115,6,3,22,15,0,6.41994202898551,0
2136,48,5,2,10,4,0,6.157500000000002,1
2137,33,5,1,7,3,0,5.231818181818184,1
2138,39,3,1,6,3,0,2.823076923076922,1
2139,108,2,2,21,11,0,7.566507936507939,1
2140,15,0,0,3,3,0,3.026,1
2141,19,1,0,5,0,0,3.935263157894738,1
2142,25,2,2,5,4,0,8.968,1
2143,33,2,1,6,4,0,5.231818181818184,1
2144,15,2,1,4,1,0,5.224,1
2145,185,3,4,25,24,0,6.67136036036036,0
2146,30,0,2,6,5,0,1.625,1
2147,32,0,2,3,3,0,-0.6506250000000016,0
2148,20,0,0,4,1,0,6.232500000000002,1
2149,14,1,0,2,2,0,4.07357142857143,0
2150,59,4,1,12,6,1,6.4233898305084765,1
2151,33,2,2,6,5,0,3.3381818181818197,1
2152,15,1,2,3,3,0,3.34,1
2153,11,1,1,2,1,0,-0.6963636363636354,1
2154,59,3,4,13,8,0,7.339576271186441,0
2155,128,8,1,28,12,0,11.01953125,1
2156,41,3,0,8,2,0,9.383170731707317,1
2157,119,5,5,22,11,0,8.474481792717086,1
2158,38,1,1,10,1,0,4.363070175438597,1
2159,22,1,1,6,2,0,10.336818181818181,0
2160,112,3,3,23,12,0,8.278928571428573,0
2161,22,2,1,3,1,0,7.553636363636365,1
2162,115,5,3,23,10,0,8.67255072463768,1
2163,234,5,7,44,22,0,5.796153846153842,0
2164,26,2,0,7,2,0,1.7361538461538473,0
2165,101,3,2,16,10,0,9.282079207920795,1
2166,23,0,0,4,3,0,3.4959420289855068,1
2167,299,21,19,63,19,0,5.778799921306316,0
2168,107,5,2,17,10,0,8.81429906542056,1
2169,159,8,10,37,13,2,6.221839622641511,0
2170,105,2,5,21,15,0,7.247071428571431,0
2171,70,1,4,11,12,0,6.6304285714285705,1
2172,63,2,1,14,7,0,6.476190476190478,1
2173,153,9,6,37,8,1,1.3709803921568593,1
2174,24,0,1,4,3,0,12.157500000000006,1
2175,43,1,0,10,5,0,6.986434108527135,0
2176,34,0,1,7,4,0,5.016078431372552,1
2177,26,3,2,6,0,0,-0.6188461538461567,1
2178,27,1,3,4,4,0,1.56111111111111,1
2179,110,4,4,23,10,0,9.359848484848484,1
2180,19,1,0,2,2,0,5.670526315789477,0
2181,76,5,3,15,10,0,7.179078947368424,1
2182,19,0,1,3,1,0,7.901578947368421,1
2183,17,0,0,4,2,0,11.451176470588237,1
2184,79,4,5,15,8,0,7.098607594936709,1
2185,116,8,4,21,6,1,7.198477011494255,1
2186,15,0,0,5,1,0,3.654,1
2187,59,3,1,11,4,0,7.163502824858753,1
2188,20,0,1,6,3,0,3.8230000000000004,1
2189,123,2,4,20,16,0,7.344494773519166,1
2190,32,1,4,7,3,1,0.38833333333333186,1
2191,157,17,10,40,9,0,3.5916666666666686,0
2192,118,7,2,27,9,0,8.16138418079096,1
2193,41,1,1,11,6,0,5.292073170731708,1
2194,118,4,4,21,16,0,9.03179176755448,1
2195,122,7,6,23,15,0,8.426010928961745,0
2196,69,2,2,13,5,0,3.9791304347826078,1
2197,41,3,1,9,0,0,1.9606097560975613,0
2198,124,3,2,18,16,0,8.426612903225806,1
2199,55,3,1,9,5,0,5.821636363636362,1
2200,55,4,5,11,6,0,3.771181818181816,1
2201,110,9,2,24,10,0,10.294,1
2202,26,1,1,4,3,0,5.004102564102563,1
2203,35,3,3,9,5,0,5.083428571428573,1
2204,17,1,0,3,3,0,7.295294117647057,0
2205,70,4,6,15,5,0,5.21742857142857,1
2206,119,7,6,22,7,0,14.224411764705884,1
2207,128,10,2,19,16,0,8.775807291666666,1
2208,27,1,1,4,1,0,5.904444444444444,1
2209,70,7,8,18,5,0,2.234047619047619,0
2210,88,4,2,20,9,0,8.19034090909091,1
2211,161,5,8,31,18,0,6.776459627329192,1
2212,71,2,2,13,7,0,16.221408450704224,0
2213,156,5,2,35,8,0,4.091153846153848,0
2214,40,1,1,10,5,0,4.058499999999999,0
2215,117,8,3,20,13,0,9.092307692307692,0
2216,68,2,2,11,2,0,1.4208333333333343,1
2217,79,0,4,19,5,1,3.6851898734177198,1
2218,8,1,0,1,0,0,0.8212499999999991,1
2219,34,2,3,7,6,0,5.293137254901961,1
2220,27,1,2,7,2,1,1.0377777777777766,1
2221,237,18,2,49,9,1,7.109562715765247,0
2222,36,3,0,7,4,0,2.2325000000000017,0
2223,80,6,3,16,6,0,5.548541666666669,1
2224,14,1,0,3,3,0,10.465714285714288,1
2225,7,0,0,1,1,0,4.274285714285714,0
2226,125,5,10,19,8,0,1.8890400000000014,0
2227,116,6,5,20,8,0,7.482701149425289,0
2228,80,3,4,16,11,0,5.822125,0
2229,64,3,2,14,5,0,8.5009375,1
2230,51,4,0,11,0,0,0.9220588235294116,0
2231,60,1,2,9,6,0,5.4594999999999985,1
2232,57,3,5,10,6,0,4.348421052631579,0
2233,70,2,3,15,9,1,7.347761904761903,1
2234,121,6,5,26,13,0,8.038063754427391,0
2235,48,1,2,17,3,0,1.8024999999999984,1
2236,17,0,0,3,3,0,3.0452941176470567,0
2237,115,5,5,25,15,0,8.959246376811592,0
2238,112,7,2,20,12,0,7.920833333333334,1
2239,59,1,2,9,5,0,6.343559322033897,1
2240,24,0,0,4,1,0,3.568749999999998,0
2241,103,4,11,20,11,0,6.73345353675451,1
2242,262,13,7,49,25,0,6.677953611274223,0
2243,125,8,5,29,13,0,6.790731428571426,0
2244,304,19,9,66,28,1,7.910794172932331,1
2245,43,2,1,7,6,0,5.3434108527131805,1
2246,107,2,6,27,9,0,7.537757009345796,1
2247,11,0,0,0,3,0,5.050909090909091,1
2248,15,1,0,2,2,0,6.48,1
2249,13,0,0,2,3,0,11.880769230769232,1
2250,162,6,4,29,11,0,6.119259259259259,0
2251,36,1,1,7,4,0,3.671666666666667,1
2252,17,0,0,3,5,0,5.230392156862745,1
2253,10,0,0,2,2,0,8.533000000000001,1
2254,100,5,3,23,12,0,5.118057142857143,0
2255,119,6,3,22,11,1,7.018235294117648,0
2256,28,0,0,3,3,0,5.609166666666667,1
2257,120,8,3,21,12,0,8.611178571428567,1
2258,133,8,4,26,10,0,8.645263157894735,0
2259,73,2,2,16,7,0,5.8897945205479445,0
2260,25,0,1,6,2,0,3.66,1
2261,57,4,4,14,3,0,5.836842105263155,1
2262,16,1,0,3,2,0,8.942499999999999,1
2263,34,0,0,7,2,0,9.788823529411765,1
2264,15,2,2,2,0,0,-3.5500000000000007,1
2265,12,1,0,4,1,0,3.8024999999999984,1
2266,22,0,2,5,1,0,-0.6360606060606031,1
2267,15,1,0,3,3,0,-0.7240000000000002,1
2268,33,1,2,6,4,0,6.47818181818182,1
2269,122,7,7,28,9,0,9.198142076502734,0
2270,127,4,5,25,8,0,7.186074240719911,1
2271,65,1,0,11,12,0,7.75046153846154,0
2272,28,2,0,6,4,0,2.076666666666668,0
2273,66,2,1,13,6,0,9.83727272727273,0
2274,23,1,1,3,6,1,2.881594202898551,1
2275,98,4,1,17,9,1,10.093673469387756,1
2276,29,1,1,7,4,0,8.018793103448274,1
2277,114,6,5,26,10,1,7.055263157894739,1
2278,41,3,0,6,7,0,3.5689024390243915,1
2279,35,3,0,9,4,0,9.389714285714284,1
2280,83,2,6,15,6,1,7.331024096385541,0
2281,22,1,2,4,3,0,4.073939393939398,1
2282,112,7,3,23,5,0,6.260357142857146,1
2283,7,0,0,1,1,0,2.255714285714287,1
2284,68,3,0,13,7,0,8.265,1
2285,25,3,2,6,1,0,3.4606666666666683,0
2286,149,4,8,30,8,0,3.5955704697986555,1
2287,92,3,7,22,9,0,3.313586956521739,1
2288,128,3,4,29,17,2,9.202232142857142,0
2289,294,17,10,64,21,1,3.626428571428569,0
2290,99,4,1,16,10,0,8.562121212121209,1
2291,58,2,3,9,8,0,6.60896551724138,1
2292,54,6,0,12,2,0,5.119444444444447,1
2293,138,8,12,27,9,0,3.7297826086956505,1
2294,46,1,5,8,0,0,2.136086956521737,1
2295,115,1,5,23,13,0,7.116202898550725,1
2296,60,0,1,8,9,0,7.033714285714286,1
2297,19,2,0,3,2,0,10.380526315789474,1
2298,132,8,5,28,11,0,8.517045454545453,0
2299,39,3,1,8,2,0,4.030769230769231,1
2300,10,0,0,1,2,0,2.8810000000000002,0
2301,59,2,3,14,5,0,7.7387288135593195,1
2302,10,0,0,2,2,0,6.649000000000001,1
2303,138,7,3,19,13,0,9.93391304347826,1
2304,26,1,1,7,3,0,2.105641025641024,1
2305,16,0,0,1,3,0,7.765000000000001,1
2306,24,1,0,3,3,0,4.587500000000002,1
2307,51,5,0,8,7,0,2.1405882352941177,1
2308,66,3,2,15,2,0,5.936818181818182,0
2309,32,4,3,7,3,0,2.4662500000000023,0
2310,60,3,2,14,4,0,5.686499999999999,1
2311,19,2,1,5,0,0,6.662105263157894,1
2312,14,0,0,3,0,0,0.7092857142857127,0
2313,58,5,1,10,6,0,7.664655172413795,1
2314,53,2,2,9,3,0,5.443522012578619,1
2315,87,4,4,20,10,1,16.18689655172414,1
2316,87,5,6,19,0,0,3.902068965517241,1
2317,106,6,8,25,4,0,3.7817115902964957,1
2318,109,4,2,22,9,0,4.265711009174311,1
2319,53,0,2,9,8,0,2.626477987421385,1
2320,10,1,1,3,0,0,2.8810000000000002,1
2321,61,3,3,14,6,0,3.8960655737704926,1
2322,109,10,2,18,10,1,6.469472477064219,1
2323,14,1,2,4,0,0,3.4007142857142867,1
2324,44,4,3,14,3,0,4.422196969696969,1
2325,129,4,3,24,13,0,6.713895348837209,1
2326,92,7,3,20,12,0,7.681304347826089,0
2327,119,5,5,20,15,0,6.068319327731093,0
2328,88,5,2,12,5,0,5.1179924242424235,1
2329,116,3,4,22,12,0,6.852586206896554,1
2330,51,2,1,9,4,0,1.4761764705882356,0
2331,23,0,1,3,2,0,4.593478260869567,0
2332,23,1,1,5,2,0,4.3886956521739116,0
2333,35,1,1,4,5,0,2.4578571428571436,1
2334,26,1,0,4,2,0,7.71423076923077,1
2335,85,3,4,17,10,0,6.100274509803921,0
2336,87,8,1,19,9,0,3.1911822660098537,1
2337,63,2,0,7,6,0,6.40642857142857,1
2338,58,3,2,13,6,0,5.066034482758621,1
2339,15,2,0,4,1,0,3.678000000000001,1
2340,45,2,4,11,1,0,4.291,1
2341,38,2,0,8,4,0,2.69736842105263,1
2342,17,0,1,5,1,0,-1.1419607843137243,1
2343,36,0,1,7,6,0,7.073333333333334,1
2344,103,3,3,13,10,0,6.367628294036059,1
2345,42,1,4,10,2,0,3.1085714285714303,1
2346,55,2,3,10,6,0,6.254636363636365,1
2347,115,2,5,23,12,0,8.081677018633542,0
2348,29,0,0,4,6,0,5.420172413793104,1
2349,55,2,3,14,6,0,3.4238181818181843,0
2350,20,2,2,3,1,0,-1.738500000000002,1
2351,86,6,3,17,7,0,6.776744186046514,1
2352,18,1,1,5,0,0,5.101666666666667,1
2353,106,3,3,26,8,1,4.32087002096436,0
2354,136,8,3,34,6,0,8.639436274509805,1
2355,58,5,1,12,8,0,5.3908620689655145,1
2356,74,4,5,14,6,0,7.105540540540538,1
2357,18,0,0,3,3,0,1.9800000000000004,1
2358,24,1,0,5,1,1,5.765000000000001,1
2359,46,3,2,8,1,0,5.223913043478262,0
2360,13,0,0,2,2,0,6.80846153846154,1
2361,25,1,4,5,2,0,2.3412000000000006,1
2362,22,0,1,4,3,0,9.480454545454545,0
2363,44,1,2,9,1,0,2.5888636363636373,1
2364,50,3,3,8,3,0,8.779600000000002,1
2365,25,0,3,5,3,0,1.210799999999999,0
2366,47,6,2,11,5,0,2.9843617021276607,1
2367,75,3,2,16,6,0,6.486000000000001,1
2368,116,8,1,18,5,0,8.172959770114943,1
2369,11,0,0,1,2,0,5.90727272727273,1
2370,50,3,2,8,4,0,6.967933333333335,1
2371,14,1,0,4,2,0,4.07357142857143,1
2372,14,0,0,4,4,0,5.552142857142858,1
2373,41,1,0,3,5,0,3.913536585365854,0
2374,16,0,0,1,3,0,-1.3952083333333327,1
2375,69,3,2,13,8,0,6.3763043478260855,1
2376,118,4,4,20,10,0,8.041638418079096,0
2377,44,3,3,6,5,0,2.0240909090909085,0
2378,42,2,1,7,4,0,3.7814285714285703,1
2379,132,7,7,30,13,0,3.0662878787878753,1
2380,89,3,2,11,10,0,8.95453183520599,1
2381,30,1,1,4,4,0,4.765000000000001,1
2382,338,22,13,64,22,2,5.957544378698227,0
2383,68,1,3,11,7,0,5.3147899159663865,1
2384,36,2,3,5,1,0,2.494166666666665,1
2385,11,0,2,4,1,0,-3.2654545454545456,1
2386,44,0,3,9,7,0,4.408636363636365,0
2387,184,4,11,41,4,0,8.169776570048306,0
2388,120,3,2,19,11,0,7.30425,1
2389,19,1,1,3,4,0,0.28078947368421225,1
2390,97,4,3,17,11,0,6.464467353951889,1
2391,36,3,5,8,3,0,12.270000000000003,1
2392,63,1,2,12,7,1,4.906190476190478,1
2393,21,1,0,3,1,0,6.472857142857141,1
2394,124,5,3,22,17,1,5.273951612903225,0
2395,19,1,0,3,3,0,8.149473684210527,0
2396,183,9,9,45,14,0,2.303336547733849,0
2397,16,1,2,4,0,0,8.353750000000002,0
2398,26,2,1,6,3,0,4.815769230769231,1
2399,16,0,0,3,3,1,3.6437500000000007,0
2400,132,8,5,26,16,1,6.063560606060605,0
2401,39,2,1,7,4,0,4.338076923076926,1
2402,169,9,2,26,17,0,7.46776462853386,1
2403,14,0,1,3,2,0,8.783571428571431,0
2404,40,2,1,8,2,0,5.000500000000002,1
2405,12,2,1,5,0,0,1.1950000000000003,1
2406,15,1,0,1,1,0,5.224,1
2407,32,1,1,6,1,0,3.3320833333333333,0
2408,23,0,1,7,3,0,2.676811594202899,1
2409,17,0,0,4,2,0,2.214117647058824,0
2410,62,6,3,14,1,0,3.458064516129035,1
2411,25,0,1,4,5,0,7.793866666666666,1
2412,67,4,5,15,3,0,5.905323383084578,1
2413,37,2,0,7,5,0,4.835540540540542,1
2414,32,3,1,5,2,0,5.115625000000001,1
2415,325,19,11,65,36,0,7.8756161943319825,1
2416,46,2,1,7,7,0,6.8460869565217415,1
2417,40,0,0,3,9,0,7.120000000000001,1
2418,33,3,2,6,2,0,6.08818181818182,1
2419,12,1,0,2,0,0,3.8024999999999984,0
2420,155,2,4,28,22,0,8.633364055299538,0
2421,137,10,8,29,3,0,7.126955161626697,0
2422,24,0,1,3,0,0,9.60625,1
2423,24,2,0,6,2,0,1.2512500000000024,1
2424,113,9,5,22,10,0,8.357446270543612,1
2425,15,0,0,0,2,0,2.7119999999999997,0
2426,20,0,1,7,0,0,8.823,1
2427,31,1,1,5,5,0,4.855698924731183,1
2428,110,2,1,15,14,0,13.376909090909088,0
2429,18,2,0,3,3,0,11.904999999999994,1
2430,49,0,1,9,7,0,5.841938775510204,1
2431,61,8,3,11,7,0,1.8756284153005431,1
2432,73,3,3,14,8,0,5.548767123287671,0
2433,58,3,1,11,11,0,3.705057471264368,1
2434,181,15,3,36,16,1,6.642154696132597,1
2435,46,3,1,8,6,0,6.334130434782608,1
2436,107,0,4,18,16,2,18.41267912772586,0
2437,342,3,10,63,29,0,8.420701754385963,0
2438,292,21,14,59,31,1,4.772344883158745,0
2439,26,0,0,3,4,0,3.192564102564102,1
2440,175,4,11,29,11,1,6.759557142857144,1
2441,30,1,0,9,4,1,2.096,1
2442,27,1,2,4,4,0,1.543333333333333,1
2443,46,2,1,7,2,0,7.886086956521737,1
2444,43,4,2,8,4,0,2.23732558139535,1
2445,17,0,0,2,4,0,4.984705882352941,1
2446,29,4,0,7,2,0,4.172758620689656,1
2447,95,2,6,22,4,0,6.463789473684212,1
2448,36,1,1,7,3,0,6.680833333333332,1
2449,62,7,0,13,1,0,4.36967741935484,1
2450,39,2,1,8,4,0,6.566923076923079,1
2451,34,1,4,9,3,0,0.16754901960784352,0
2452,327,13,3,67,18,2,7.916823394495413,0
2453,39,3,1,10,1,0,3.416153846153847,0
2454,9,0,0,2,1,0,2.4333333333333336,0
2455,34,2,2,9,3,0,2.661078431372548,1
2456,43,4,1,8,8,0,8.926744186046513,1
2457,12,0,0,2,3,0,6.157500000000002,1
2458,70,1,3,16,3,0,2.3905714285714303,1
2459,122,5,2,23,20,0,7.591334894613581,0
2460,29,0,1,5,5,0,5.634482758620692,0
2461,22,0,0,3,5,0,10.83136363636364,0
2462,41,2,0,7,8,0,8.034308943089432,0
2463,57,4,4,10,6,0,5.774473684210527,1
2464,32,3,1,8,4,0,7.617812499999999,0
2465,59,3,0,11,6,0,6.94042372881356,0
2466,14,1,0,2,2,0,8.447142857142854,1
2467,12,0,1,1,4,0,6.157500000000002,1
2468,76,4,2,13,4,0,6.1875,1
2469,18,0,0,5,4,0,14.521666666666668,1
2470,21,2,1,4,3,0,4.005714285714284,1
2471,255,11,9,43,14,0,6.357691176470588,0
2472,114,3,2,18,13,0,7.453383458646616,1
2473,38,1,1,7,5,0,6.414210526315792,0
2474,26,1,1,6,3,0,3.5476923076923086,1
2475,106,9,4,20,10,1,9.031981132075472,1
2476,12,0,0,2,1,0,4.587500000000002,1
2477,61,2,2,15,9,0,7.679508196721308,1
2478,12,0,0,2,1,0,8.120000000000001,1
2479,11,0,0,1,2,0,2.0536363636363646,0
2480,119,9,2,23,8,0,7.622875816993464,1
2481,65,3,4,12,3,0,3.795923076923078,0
2482,337,12,3,64,40,0,6.4551670752160994,0
2483,54,2,2,12,7,1,7.038333333333334,1
2484,216,11,5,47,16,6,9.322083333333332,1
2485,17,0,0,3,2,0,8.680588235294117,0
2486,21,2,2,6,4,0,6.34,1
2487,39,1,2,6,2,0,3.4269230769230745,1
2488,15,1,0,2,1,0,6.7940000000000005,1
2489,43,1,2,7,8,0,4.975697674418605,1
2490,66,3,2,11,2,0,5.621103896103897,0
2491,60,3,4,16,6,0,4.901500000000002,1
2492,88,10,6,21,4,0,3.9404924242424215,0
2493,20,1,1,3,2,0,1.939,1
2494,24,1,2,6,0,0,-0.5524999999999984,0
2495,51,3,6,10,4,0,5.447352941176469,1
2496,33,3,0,9,0,0,10.627272727272725,0
2497,103,6,2,18,10,0,5.6359778085991685,1
2498,64,3,1,10,7,0,3.8100000000000023,1
2499,25,0,0,4,2,0,8.1816,1
2500,305,27,12,63,20,3,4.610134270101483,0
2501,82,4,3,16,8,0,7.965,1
2502,117,5,5,31,7,0,3.5417948717948704,0
2503,59,4,3,12,3,0,7.083672316384181,1
2504,118,4,5,26,8,0,6.8394538606402975,1
2505,20,0,1,4,1,0,-1.1225000000000023,1
2506,32,1,1,6,4,0,5.392708333333331,1
2507,81,3,5,16,9,0,4.857777777777777,1
2508,25,1,0,3,4,1,10.2868,1
2509,34,4,0,9,3,0,7.786666666666669,1
2510,27,2,2,5,3,0,5.2066666666666634,1
2511,27,1,0,6,2,0,11.782222222222224,1
2512,68,6,3,8,5,0,10.197892156862743,1
2513,21,2,1,3,1,0,9.03142857142857,1
2514,132,4,7,26,13,0,8.087435064935065,0
2515,18,1,1,3,2,0,2.171666666666667,1
2516,96,6,2,18,8,0,6.911875000000002,1
2517,224,11,12,50,14,1,5.696711309523813,1
2518,10,1,0,2,2,0,10.887999999999998,0
2519,22,2,0,5,2,0,9.266363636363636,1
2520,120,3,7,18,13,0,7.904678571428576,0
2521,12,0,0,1,2,0,3.5500000000000007,1
2522,191,16,9,55,3,0,10.407866492146596,1
2523,21,0,0,4,2,0,11.050000000000004,0
2524,65,3,2,12,6,1,3.768666666666668,1
2525,87,6,2,14,8,0,6.879655172413795,1
2526,53,2,1,9,4,0,7.056509433962265,0
2527,15,1,0,2,3,0,8.364,1
2528,95,4,5,23,5,0,3.1545563909774437,0
2529,37,3,3,10,1,0,3.222972972972972,0
2530,35,2,0,5,7,0,11.542857142857137,1
2531,46,2,0,10,5,0,4.18391304347826,1
2532,122,5,5,22,13,1,9.429781420765025,0
2533,34,1,2,7,1,1,7.7108823529411765,0
2534,29,2,1,5,1,0,1.5936781609195378,1
2535,218,16,15,46,15,2,4.613654434250762,0
2536,24,0,1,4,2,0,4.157500000000002,1
2537,49,2,1,7,9,0,6.514795918367348,1
